timestamp,cpu_usage_rate,active_connections,replicas
2024-04-01 02:02:00,4.254781025165347,35,6
2024-04-01 02:04:00,10.148647303143983,37,13
2024-04-01 02:06:00,13.095989214212919,32,15
2024-04-01 02:08:00,7.685483783244037,28,10
2024-04-01 02:10:00,14.506097558665953,56,15
2024-04-01 02:12:00,15.421965898869585,44,15
2024-04-01 02:14:00,12.793555709242291,45,15
2024-04-01 02:16:00,16.378207191679525,38,15
2024-04-01 02:18:00,17.18301151317221,43,15
2024-04-01 02:20:00,10.825381369896993,62,15
2024-04-01 02:22:00,10.700914925792972,41,14
2024-04-01 02:24:00,13.30262216213568,62,15
2024-04-01 02:26:00,3.0969895814504316,48,5
2024-04-01 02:28:00,11.203017464691936,39,15
2024-04-01 02:30:00,10.619438084841846,32,14
2024-04-01 02:32:00,8.380547319885991,50,11
2024-04-01 02:34:00,13.86662947008334,80,15
2024-04-01 02:36:00,19.115626803078516,23,15
2024-04-01 02:38:00,7.7899155603245696,50,11
2024-04-01 02:40:00,20.854369979721632,65,15
2024-04-01 02:42:00,13.14773204348921,52,15
2024-04-01 02:44:00,18.701828827282164,62,15
2024-04-01 02:46:00,7.612302834901414,42,10
2024-04-01 02:48:00,7.843202586875203,63,11
2024-04-01 02:50:00,17.931876282115322,65,15
2024-04-01 02:52:00,22.296383776982697,69,15
2024-04-01 02:54:00,16.445642440149562,41,15
2024-04-01 02:56:00,13.611689200490652,46,15
2024-04-01 02:58:00,5.395764845288271,41,8
2024-04-01 03:00:00,11.967216567943904,47,15
2024-04-01 03:02:00,11.83696329906661,46,15
2024-04-01 03:04:00,13.590444282187924,42,15
2024-04-01 03:06:00,17.424353262905026,60,15
2024-04-01 03:08:00,14.342969826428611,60,15
2024-04-01 03:10:00,11.606466074324608,50,15
2024-04-01 03:12:00,9.987316773636358,34,13
2024-04-01 03:14:00,14.059714149497847,47,15
2024-04-01 03:16:00,10.173887941863292,59,14
2024-04-01 03:18:00,13.690849330921074,38,15
2024-04-01 03:20:00,26.936675068565428,53,15
2024-04-01 03:22:00,19.653954650497226,56,15
2024-04-01 03:24:00,4.597565509091689,48,7
2024-04-01 03:26:00,8.123055236780935,45,11
2024-04-01 03:28:00,18.950954080736906,54,15
2024-04-01 03:30:00,17.15565464404018,63,15
2024-04-01 03:32:00,13.254338778394926,63,15
2024-04-01 03:34:00,19.554966156358926,58,15
2024-04-01 03:36:00,21.183553733796906,48,15
2024-04-01 03:38:00,13.191494000516688,43,15
2024-04-01 03:40:00,13.990929454909356,41,15
2024-04-01 03:42:00,9.09520543580031,71,13
2024-04-01 03:44:00,25.515254705102652,72,15
2024-04-01 03:46:00,24.13705358076978,55,15
2024-04-01 03:48:00,24.47628112288003,60,15
2024-04-01 03:50:00,18.317182965729298,47,15
2024-04-01 03:52:00,25.209763109186866,55,15
2024-04-01 03:54:00,20.314757204612487,50,15
2024-04-01 03:56:00,13.291250720244669,48,15
2024-04-01 03:58:00,13.231780222249771,53,15
2024-04-01 04:00:00,18.410468983746938,49,15
2024-04-01 04:02:00,23.1404174657846,67,15
2024-04-01 04:04:00,17.834616943874398,41,15
2024-04-01 04:06:00,11.848323108573632,48,15
2024-04-01 04:08:00,14.9228203470438,51,15
2024-04-01 04:10:00,13.401890781012993,59,15
2024-04-01 04:12:00,13.885316608926455,38,15
2024-04-01 04:14:00,23.174348291871027,55,15
2024-04-01 04:16:00,21.481949692315684,49,15
2024-04-01 04:18:00,13.3049538606607,60,15
2024-04-01 04:20:00,26.639331422841195,47,15
2024-04-01 04:22:00,23.430905112036882,50,15
2024-04-01 04:24:00,18.079654568414078,48,15
2024-04-01 04:26:00,13.322728374026587,44,15
2024-04-01 04:28:00,19.475865667272338,55,15
2024-04-01 04:30:00,17.708074666941652,70,15
2024-04-01 04:32:00,18.20434962664259,60,15
2024-04-01 04:34:00,14.67797528948389,52,15
2024-04-01 04:36:00,19.496125124354688,47,15
2024-04-01 04:38:00,18.184994021958044,71,15
2024-04-01 04:40:00,20.57482235876862,74,15
2024-04-01 04:42:00,25.427596464176872,60,15
2024-04-01 04:44:00,18.390425569810525,33,15
2024-04-01 04:46:00,26.288935689720166,67,15
2024-04-01 04:48:00,24.436206648100598,60,15
2024-04-01 04:50:00,23.378193375683313,66,15
2024-04-01 04:52:00,30.28252242172163,77,15
2024-04-01 04:54:00,28.07576542481641,68,15
2024-04-01 04:56:00,25.720251652777065,67,15
2024-04-01 04:58:00,15.765822239787573,67,15
2024-04-01 05:00:00,17.651115895506216,73,15
2024-04-01 05:02:00,21.77788049156554,64,15
2024-04-01 05:04:00,17.12811396550921,59,15
2024-04-01 05:06:00,21.307170655042228,59,15
2024-04-01 05:08:00,20.78396337374215,61,15
2024-04-01 05:10:00,22.27500534166133,72,15
2024-04-01 05:12:00,25.272369788842305,65,15
2024-04-01 05:14:00,19.472240836621694,76,15
2024-04-01 05:16:00,13.145110116840339,67,15
2024-04-01 05:18:00,26.077696378963168,72,15
2024-04-01 05:20:00,23.487456220652543,80,15
2024-04-01 05:22:00,26.7014026015257,63,15
2024-04-01 05:24:00,24.382267752165934,51,15
2024-04-01 05:26:00,17.014067897275858,73,15
2024-04-01 05:28:00,24.877695467654444,59,15
2024-04-01 05:30:00,22.15962355104095,58,15
2024-04-01 05:32:00,20.83055833850674,92,15
2024-04-01 05:34:00,12.829508043250069,54,15
2024-04-01 05:36:00,19.87494896004755,88,15
2024-04-01 05:38:00,30.084075490710763,75,15
2024-04-01 05:40:00,27.13197105415089,56,15
2024-04-01 05:42:00,28.435405369483632,60,15
2024-04-01 05:44:00,21.732395801450913,71,15
2024-04-01 05:46:00,21.445397802737347,71,15
2024-04-01 05:48:00,28.118136405518495,60,15
2024-04-01 05:50:00,20.6515929985173,71,15
2024-04-01 05:52:00,27.36211902661863,69,15
2024-04-01 05:54:00,36.89119815418236,47,15
2024-04-01 05:56:00,35.22576296159195,60,15
2024-04-01 05:58:00,31.97345683116739,84,15
2024-04-01 06:00:00,22.951535402086307,67,15
2024-04-01 06:02:00,24.78282623961117,54,15
2024-04-01 06:04:00,29.129121622897447,70,15
2024-04-01 06:06:00,23.37417624994847,79,15
2024-04-01 06:08:00,23.73576674965586,72,15
2024-04-01 06:10:00,29.73912978900863,77,15
2024-04-01 06:12:00,22.641252524397103,87,15
2024-04-01 06:14:00,24.264807564717476,70,15
2024-04-01 06:16:00,22.362484577593676,65,15
2024-04-01 06:18:00,24.1506297171288,61,15
2024-04-01 06:20:00,22.700208082377728,73,15
2024-04-01 06:22:00,26.834871451673408,78,15
2024-04-01 06:24:00,18.428086249728437,65,15
2024-04-01 06:26:00,23.56227826289789,64,15
2024-04-01 06:28:00,25.972766432833634,82,15
2024-04-01 06:30:00,23.589673982994668,79,15
2024-04-01 06:32:00,33.7720858912101,63,15
2024-04-01 06:34:00,24.05345979817488,79,15
2024-04-01 06:36:00,33.2735169713402,57,15
2024-04-01 06:38:00,33.66132594225148,80,15
2024-04-01 06:40:00,24.782720251133426,70,15
2024-04-01 06:42:00,26.168625379665603,90,15
2024-04-01 06:44:00,28.513013189315412,65,15
2024-04-01 06:46:00,22.073961911933203,72,15
2024-04-01 06:48:00,27.482516134257956,72,15
2024-04-01 06:50:00,27.700576459592973,85,15
2024-04-01 06:52:00,19.2924926637066,80,15
2024-04-01 06:54:00,29.604436329739563,54,15
2024-04-01 06:56:00,25.884277924345525,63,15
2024-04-01 06:58:00,31.590331009693152,59,15
2024-04-01 07:00:00,30.04957507383626,89,15
2024-04-01 07:02:00,31.83611787319886,95,15
2024-04-01 07:04:00,18.99421836264654,88,15
2024-04-01 07:06:00,34.3025906709323,91,15
2024-04-01 07:08:00,36.22313152149578,61,15
2024-04-01 07:10:00,26.8817829664792,75,15
2024-04-01 07:12:00,31.52694448863025,84,15
2024-04-01 07:14:00,41.15136874730922,90,15
2024-04-01 07:16:00,28.05359794957953,73,15
2024-04-01 07:18:00,30.43465018466512,72,15
2024-04-01 07:20:00,32.55312028323883,99,15
2024-04-01 07:22:00,32.25546414274695,84,15
2024-04-01 07:24:00,30.24294555153945,83,15
2024-04-01 07:26:00,23.35416695158982,76,15
2024-04-01 07:28:00,32.144432829189284,90,15
2024-04-01 07:30:00,37.00506105665223,91,15
2024-04-01 07:32:00,36.13457589725173,96,15
2024-04-01 07:34:00,29.18141718085017,74,15
2024-04-01 07:36:00,29.730295859727494,67,15
2024-04-01 07:38:00,35.741953254820615,102,15
2024-04-01 07:40:00,27.329145485119,65,15
2024-04-01 07:42:00,30.304002431470565,83,15
2024-04-01 07:44:00,23.250108117928576,91,15
2024-04-01 07:46:00,38.91981281895697,100,15
2024-04-01 07:48:00,25.33514297988167,85,15
2024-04-01 07:50:00,23.173959891908716,96,15
2024-04-01 07:52:00,34.88842746319482,85,15
2024-04-01 07:54:00,28.325779274623578,94,15
2024-04-01 07:56:00,32.08374172162863,94,15
2024-04-01 07:58:00,37.2449150553034,100,15
2024-04-01 08:00:00,37.635658919757255,77,15
2024-04-01 08:02:00,33.94440000399854,67,15
2024-04-01 08:04:00,33.88302068308216,50,15
2024-04-01 08:06:00,35.28137147285411,96,15
2024-04-01 08:08:00,33.35615349189939,105,15
2024-04-01 08:10:00,41.88029202163964,92,15
2024-04-01 08:12:00,36.5596923526502,103,15
2024-04-01 08:14:00,31.54637812784992,91,15
2024-04-01 08:16:00,29.611034637743305,79,15
2024-04-01 08:18:00,32.454624470511604,87,15
2024-04-01 08:20:00,36.644587196326434,89,15
2024-04-01 08:22:00,38.43574017733714,83,15
2024-04-01 08:24:00,32.003881909797244,80,15
2024-04-01 08:26:00,28.82939876288513,86,15
2024-04-01 08:28:00,24.48291087685798,112,15
2024-04-01 08:30:00,30.012968462519098,87,15
2024-04-01 08:32:00,34.474450159879794,84,15
2024-04-01 08:34:00,34.993991299402296,72,15
2024-04-01 08:36:00,39.552049813444384,88,15
2024-04-01 08:38:00,31.097232834864112,85,15
2024-04-01 08:40:00,36.86805904664572,71,15
2024-04-01 08:42:00,33.546003628940895,87,15
2024-04-01 08:44:00,37.274940001032746,95,15
2024-04-01 08:46:00,31.3468167288028,96,15
2024-04-01 08:48:00,37.739528023112705,107,15
2024-04-01 08:50:00,37.76070699636047,93,15
2024-04-01 08:52:00,34.03212460215579,83,15
2024-04-01 08:54:00,31.85404528883318,100,15
2024-04-01 08:56:00,28.33031986052701,95,15
2024-04-01 08:58:00,32.24970959111531,86,15
2024-04-01 09:00:00,29.48748839753027,83,15
2024-04-01 09:02:00,37.11644035178035,90,15
2024-04-01 09:04:00,36.67561543693092,89,15
2024-04-01 09:06:00,35.8852018735442,83,15
2024-04-01 09:08:00,39.639988395682515,79,15
2024-04-01 09:10:00,33.693114011525395,103,15
2024-04-01 09:12:00,25.15988972040725,90,15
2024-04-01 09:14:00,30.432702357956373,81,15
2024-04-01 09:16:00,32.00308446814759,99,15
2024-04-01 09:18:00,32.554601979478775,79,15
2024-04-01 09:20:00,40.93513909455803,97,15
2024-04-01 09:22:00,38.101308343412846,97,15
2024-04-01 09:24:00,31.298630242791848,97,15
2024-04-01 09:26:00,41.258579525471205,98,15
2024-04-01 09:28:00,35.830215574849234,90,15
2024-04-01 09:30:00,37.26097481410641,94,15
2024-04-01 09:32:00,38.18136175082443,82,15
2024-04-01 09:34:00,38.92944594136507,96,15
2024-04-01 09:36:00,35.76983776220479,98,15
2024-04-01 09:38:00,32.796251611460804,90,15
2024-04-01 09:40:00,37.57459843411507,116,15
2024-04-01 09:42:00,33.69658902590646,105,15
2024-04-01 09:44:00,34.21732658896958,88,15
2024-04-01 09:46:00,40.36852683967457,83,15
2024-04-01 09:48:00,40.33995727273055,95,15
2024-04-01 09:50:00,32.469837076173164,92,15
2024-04-01 09:52:00,40.481900074152385,82,15
2024-04-01 09:54:00,34.10631659675651,91,15
2024-04-01 09:56:00,37.215210458303716,106,15
2024-04-01 09:58:00,33.54176517410073,91,15
2024-04-01 10:00:00,36.05098643765805,125,15
2024-04-01 10:02:00,41.260321743620665,108,15
2024-04-01 10:04:00,44.22674859727722,95,15
2024-04-01 10:06:00,40.2926489941202,96,15
2024-04-01 10:08:00,46.762134371471305,82,15
2024-04-01 10:10:00,46.529761877973314,82,15
2024-04-01 10:12:00,42.565922494091836,104,15
2024-04-01 10:14:00,37.02037607641875,103,15
2024-04-01 10:16:00,39.346650459465216,103,15
2024-04-01 10:18:00,39.11143791317933,101,15
2024-04-01 10:20:00,38.864975568563686,104,15
2024-04-01 10:22:00,42.76241654954375,106,15
2024-04-01 10:24:00,32.374954475010014,93,15
2024-04-01 10:26:00,31.855907721300774,84,15
2024-04-01 10:28:00,35.60027725117729,91,15
2024-04-01 10:30:00,47.869441553472384,116,15
2024-04-01 10:32:00,39.453076042657614,96,15
2024-04-01 10:34:00,41.40421370258319,110,15
2024-04-01 10:36:00,46.457000519556765,99,15
2024-04-01 10:38:00,38.22723674223117,97,15
2024-04-01 10:40:00,35.44834571806314,106,15
2024-04-01 10:42:00,34.494043575400084,108,15
2024-04-01 10:44:00,41.384538126997505,121,15
2024-04-01 10:46:00,48.96346781061154,101,15
2024-04-01 10:48:00,42.64097422842752,112,15
2024-04-01 10:50:00,43.53872453955418,92,15
2024-04-01 10:52:00,39.80534835044219,107,15
2024-04-01 10:54:00,40.65661832817447,104,15
2024-04-01 10:56:00,43.36775312262981,107,15
2024-04-01 10:58:00,37.79672432977417,106,15
2024-04-01 11:00:00,43.963166161439595,97,15
2024-04-01 11:02:00,32.783665021411,90,15
2024-04-01 11:04:00,41.296661722633985,126,15
2024-04-01 11:06:00,39.721228136885955,112,15
2024-04-01 11:08:00,32.26793949744101,99,15
2024-04-01 11:10:00,37.35783942740928,104,15
2024-04-01 11:12:00,40.27346325258887,100,15
2024-04-01 11:14:00,44.647953928549626,98,15
2024-04-01 11:16:00,42.68839618094387,94,15
2024-04-01 11:18:00,42.78998317716487,93,15
2024-04-01 11:20:00,45.055326179209395,121,15
2024-04-01 11:22:00,48.92145212823876,107,15
2024-04-01 11:24:00,41.63869868204405,107,15
2024-04-01 11:26:00,38.61984036770463,115,15
2024-04-01 11:28:00,41.81099443737846,102,15
2024-04-01 11:30:00,39.24788140111896,99,15
2024-04-01 11:32:00,38.8363031385779,106,15
2024-04-01 11:34:00,21.572214714975317,105,15
2024-04-01 11:36:00,44.79550384312445,122,15
2024-04-01 11:38:00,48.021066348456976,84,15
2024-04-01 11:40:00,36.3136546207735,106,15
2024-04-01 11:42:00,42.15881328394998,104,15
2024-04-01 11:44:00,51.21448378909019,112,15
2024-04-01 11:46:00,47.111682830378385,104,15
2024-04-01 11:48:00,35.32886906095468,76,15
2024-04-01 11:50:00,48.37453610822058,106,15
2024-04-01 11:52:00,40.646733130950764,72,15
2024-04-01 11:54:00,42.409613529718335,84,15
2024-04-01 11:56:00,37.484234861448016,107,15
2024-04-01 11:58:00,48.31023773435099,95,15
2024-04-01 12:00:00,46.67788649090892,81,15
2024-04-01 12:02:00,38.38429734962054,110,15
2024-04-01 12:04:00,40.77224076929449,107,15
2024-04-01 12:06:00,34.399058782356256,106,15
2024-04-01 12:08:00,47.0592278856804,110,15
2024-04-01 12:10:00,43.18693292808057,88,15
2024-04-01 12:12:00,28.69924184243547,93,15
2024-04-01 12:14:00,39.9138681510062,108,15
2024-04-01 12:16:00,38.92538784351347,100,15
2024-04-01 12:18:00,38.38333363583463,93,15
2024-04-01 12:20:00,43.42740578410814,95,15
2024-04-01 12:22:00,36.94133580766892,95,15
2024-04-01 12:24:00,41.92428125555585,103,15
2024-04-01 12:26:00,41.29091556585158,74,15
2024-04-01 12:28:00,31.48280377433351,93,15
2024-04-01 12:30:00,31.87891942385328,78,15
2024-04-01 12:32:00,43.554497691269525,106,15
2024-04-01 12:34:00,48.53902314793327,107,15
2024-04-01 12:36:00,36.08233004085723,103,15
2024-04-01 12:38:00,41.69045810351878,105,15
2024-04-01 12:40:00,39.78884373559538,75,15
2024-04-01 12:42:00,33.56712696499078,107,15
2024-04-01 12:44:00,35.19934857655484,110,15
2024-04-01 12:46:00,48.56324581192564,95,15
2024-04-01 12:48:00,50.26746635003018,88,15
2024-04-01 12:50:00,36.67198313989163,100,15
2024-04-01 12:52:00,35.46950005399854,112,15
2024-04-01 12:54:00,42.66010208540077,109,15
2024-04-01 12:56:00,45.805774907469726,91,15
2024-04-01 12:58:00,39.714481788137284,93,15
2024-04-01 13:00:00,36.65415165572296,86,15
2024-04-01 13:02:00,40.66338714888971,105,15
2024-04-01 13:04:00,43.08179275539617,112,15
2024-04-01 13:06:00,40.08203812191556,95,15
2024-04-01 13:08:00,32.395246454068115,94,15
2024-04-01 13:10:00,46.38767741367861,94,15
2024-04-01 13:12:00,31.126419181097233,114,15
2024-04-01 13:14:00,41.54614071452467,100,15
2024-04-01 13:16:00,35.10960288742232,105,15
2024-04-01 13:18:00,48.390852103725024,103,15
2024-04-01 13:20:00,36.85320723944189,108,15
2024-04-01 13:22:00,29.093959230767656,89,15
2024-04-01 13:24:00,39.06595506234393,103,15
2024-04-01 13:26:00,36.71923206837449,99,15
2024-04-01 13:28:00,47.88879086148119,100,15
2024-04-01 13:30:00,35.432688875422336,116,15
2024-04-01 13:32:00,35.77158584828587,116,15
2024-04-01 13:34:00,41.27585999117311,114,15
2024-04-01 13:36:00,34.038718240273845,98,15
2024-04-01 13:38:00,40.87286758000492,118,15
2024-04-01 13:40:00,50.683627074537675,105,15
2024-04-01 13:42:00,41.887519992275614,90,15
2024-04-01 13:44:00,39.13494772988926,84,15
2024-04-01 13:46:00,38.288955955934675,108,15
2024-04-01 13:48:00,38.44936398398955,105,15
2024-04-01 13:50:00,40.823956957525674,95,15
2024-04-01 13:52:00,35.0534980886199,91,15
2024-04-01 13:54:00,37.39023150970483,101,15
2024-04-01 13:56:00,37.22678079454814,103,15
2024-04-01 13:58:00,37.43551274190224,92,15
2024-04-01 14:00:00,39.315067473522845,89,15
2024-04-01 14:02:00,36.70908890353157,97,15
2024-04-01 14:04:00,39.50107957715356,93,15
2024-04-01 14:06:00,45.325382852386454,99,15
2024-04-01 14:08:00,36.40561530566447,94,15
2024-04-01 14:10:00,33.168804192099536,85,15
2024-04-01 14:12:00,36.00995329265575,103,15
2024-04-01 14:14:00,44.6583667737732,89,15
2024-04-01 14:16:00,33.426924498323494,95,15
2024-04-01 14:18:00,34.053767849514934,109,15
2024-04-01 14:20:00,47.596988629668864,81,15
2024-04-01 14:22:00,37.01330149355949,99,15
2024-04-01 14:24:00,27.537721161177064,99,15
2024-04-01 14:26:00,47.83120415089329,90,15
2024-04-01 14:28:00,44.9713188747997,111,15
2024-04-01 14:30:00,29.90323700687943,87,15
2024-04-01 14:32:00,39.36811587015034,83,15
2024-04-01 14:34:00,40.31628341384404,83,15
2024-04-01 14:36:00,46.43071933425431,94,15
2024-04-01 14:38:00,35.550244974964656,94,15
2024-04-01 14:40:00,39.34574612253865,88,15
2024-04-01 14:42:00,34.611275687329666,100,15
2024-04-01 14:44:00,37.273189528704684,72,15
2024-04-01 14:46:00,37.133049941939305,86,15
2024-04-01 14:48:00,32.93565641068976,104,15
2024-04-01 14:50:00,42.22450469496776,79,15
2024-04-01 14:52:00,38.28082432760634,99,15
2024-04-01 14:54:00,32.82683628666469,84,15
2024-04-01 14:56:00,34.310065876291816,95,15
2024-04-01 14:58:00,30.34229764830285,98,15
2024-04-01 15:00:00,34.34014876028951,89,15
2024-04-01 15:02:00,35.61908115399066,80,15
2024-04-01 15:04:00,47.17473782155701,107,15
2024-04-01 15:06:00,44.683806889537934,78,15
2024-04-01 15:08:00,37.614838500372876,85,15
2024-04-01 15:10:00,39.25815304459208,88,15
2024-04-01 15:12:00,34.30398575189073,85,15
2024-04-01 15:14:00,33.1263855721591,92,15
2024-04-01 15:16:00,37.98750845497371,96,15
2024-04-01 15:18:00,45.279838712428244,98,15
2024-04-01 15:20:00,41.08118552914244,92,15
2024-04-01 15:22:00,38.676671359189264,95,15
2024-04-01 15:24:00,28.541581738791024,80,15
2024-04-01 15:26:00,26.836237567297104,102,15
2024-04-01 15:28:00,35.07639628208734,92,15
2024-04-01 15:30:00,35.03001200869526,93,15
2024-04-01 15:32:00,36.57968919498133,93,15
2024-04-01 15:34:00,36.098478139541754,97,15
2024-04-01 15:36:00,37.331337605987336,101,15
2024-04-01 15:38:00,29.526286769768337,76,15
2024-04-01 15:40:00,48.97336230014746,83,15
2024-04-01 15:42:00,32.32426057327144,85,15
2024-04-01 15:44:00,38.5505970910719,83,15
2024-04-01 15:46:00,30.150841122281175,113,15
2024-04-01 15:48:00,31.619278328459103,81,15
2024-04-01 15:50:00,31.695912352307346,94,15
2024-04-01 15:52:00,32.904878202471124,77,15
2024-04-01 15:54:00,34.90659834729076,88,15
2024-04-01 15:56:00,31.200141365348014,84,15
2024-04-01 15:58:00,30.904322243606977,80,15
2024-04-01 16:00:00,31.71854370244043,91,15
2024-04-01 16:02:00,28.53023852198068,78,15
2024-04-01 16:04:00,38.51616372736625,99,15
2024-04-01 16:06:00,34.704725614999695,85,15
2024-04-01 16:08:00,36.20553575771422,75,15
2024-04-01 16:10:00,34.964555916718226,85,15
2024-04-01 16:12:00,29.384548470305575,68,15
2024-04-01 16:14:00,30.67960742426732,69,15
2024-04-01 16:16:00,29.552295465163947,86,15
2024-04-01 16:18:00,41.22350701537442,97,15
2024-04-01 16:20:00,42.11470360628756,89,15
2024-04-01 16:22:00,29.44371172679456,74,15
2024-04-01 16:24:00,26.484813296369047,82,15
2024-04-01 16:26:00,32.08798660528267,79,15
2024-04-01 16:28:00,31.325639957333,86,15
2024-04-01 16:30:00,32.53708398932192,75,15
2024-04-01 16:32:00,39.854750025531544,88,15
2024-04-01 16:34:00,24.71682493674513,86,15
2024-04-01 16:36:00,33.77225120114228,64,15
2024-04-01 16:38:00,34.28528791774677,84,15
2024-04-01 16:40:00,31.401854635779998,92,15
2024-04-01 16:42:00,34.23066335500252,92,15
2024-04-01 16:44:00,28.833596635443314,80,15
2024-04-01 16:46:00,32.944867027533135,78,15
2024-04-01 16:48:00,23.11421003379659,90,15
2024-04-01 16:50:00,34.10383855457702,83,15
2024-04-01 16:52:00,25.948493567965723,98,15
2024-04-01 16:54:00,31.457188769428086,92,15
2024-04-01 16:56:00,25.92388129296083,78,15
2024-04-01 16:58:00,28.639631847669733,80,15
2024-04-01 17:00:00,30.086932731273297,76,15
2024-04-01 17:02:00,26.705939635000394,67,15
2024-04-01 17:04:00,37.23778914143307,98,15
2024-04-01 17:06:00,34.23252970699734,102,15
2024-04-01 17:08:00,32.918645687528624,68,15
2024-04-01 17:10:00,29.070815159979734,65,15
2024-04-01 17:12:00,25.445665740612128,76,15
2024-04-01 17:14:00,26.24435771637748,65,15
2024-04-01 17:16:00,22.38000195611126,71,15
2024-04-01 17:18:00,28.31804411338558,85,15
2024-04-01 17:20:00,20.178536681332698,74,15
2024-04-01 17:22:00,23.799894956398976,73,15
2024-04-01 17:24:00,24.109507446440162,84,15
2024-04-01 17:26:00,22.26525642511949,95,15
2024-04-01 17:28:00,28.92543038721547,76,15
2024-04-01 17:30:00,26.57865287564018,65,15
2024-04-01 17:32:00,31.108805919764055,82,15
2024-04-01 17:34:00,25.462502238687907,83,15
2024-04-01 17:36:00,34.69543453250814,78,15
2024-04-01 17:38:00,32.51341837214635,69,15
2024-04-01 17:40:00,19.294416467215363,65,15
2024-04-01 17:42:00,28.674591590430232,79,15
2024-04-01 17:44:00,28.434138602534038,62,15
2024-04-01 17:46:00,29.515791975255986,79,15
2024-04-01 17:48:00,31.63953023432062,70,15
2024-04-01 17:50:00,28.153176927412744,67,15
2024-04-01 17:52:00,27.645506138668463,81,15
2024-04-01 17:54:00,28.879705905237294,65,15
2024-04-01 17:56:00,25.447202887758596,60,15
2024-04-01 17:58:00,18.691972292883968,81,15
2024-04-01 18:00:00,25.390676244514687,80,15
2024-04-01 18:02:00,29.566051258294326,58,15
2024-04-01 18:04:00,21.766073614506524,63,15
2024-04-01 18:06:00,27.665799750147627,81,15
2024-04-01 18:08:00,28.440877006606293,60,15
2024-04-01 18:10:00,31.587086241185748,75,15
2024-04-01 18:12:00,29.288176144064202,67,15
2024-04-01 18:14:00,22.944431190293518,80,15
2024-04-01 18:16:00,27.211214172786654,62,15
2024-04-01 18:18:00,21.358143837762686,60,15
2024-04-01 18:20:00,14.158881648750347,81,15
2024-04-01 18:22:00,26.096922450607483,70,15
2024-04-01 18:24:00,11.706196004267387,88,15
2024-04-01 18:26:00,21.857159502287995,46,15
2024-04-01 18:28:00,28.463788306020177,82,15
2024-04-01 18:30:00,20.787938047445493,65,15
2024-04-01 18:32:00,26.874769401593653,81,15
2024-04-01 18:34:00,27.180765375297856,59,15
